name,named_after,sex_or_gender,date_of_birth,date_of_death
Liyuan,Li Yuan,male,1925-01-01T00:00:00Z,2016-07-06T00:00:00Z
Biandepei,Bian Depei,male,1926-07-27T00:00:00Z,2001-01-15T00:00:00Z
Komoda,Kazuyoshi Komoda,male,1914-01-01T00:00:00Z,1967-01-01T00:00:00Z
Zagar,Francesco Zagar,male,1900-11-30T00:00:00Z,1976-02-17T00:00:00Z
Katgert,Peter Katgert,male,1944-01-01T00:00:00Z,
van Genderen,Arnout Martinus van Genderen,male,1936-01-01T00:00:00Z,
Burdenko,Nikolai Burdenko,male,1876-05-22T00:00:00Z,1946-11-11T00:00:00Z
Solov'yanenko,Anatoliy Solovyanenko,male,1932-09-25T00:00:00Z,1999-07-29T00:00:00Z
Jesseowens,Jesse Owens,male,1913-09-12T00:00:00Z,1980-03-31T00:00:00Z
Haroldconnolly,Harold C. Connolly,male,1965-01-01T00:00:00Z,
Cyrenagoodrich,Cyrena A. Goodrich,female,1955-01-01T00:00:00Z,
Kochiny,Nikolai Kochin,male,1901-05-06T00:00:00Z,1944-12-31T00:00:00Z
Kochiny,Pelageya Polubarinova-Kochina,female,1899-05-01T00:00:00Z,1999-07-03T00:00:00Z
Kirillavrov,Kirill Lavrov,male,1925-09-15T00:00:00Z,2007-04-27T00:00:00Z
Fibonacci,Fibonacci,male,1170-01-01T00:00:00Z,
Kharms,Daniil Kharms,male,1905-12-17T00:00:00Z,1942-02-02T00:00:00Z
Shirvindt,Aleksandr Shirvindt,male,1934-07-19T00:00:00Z,2024-03-15T00:00:00Z
Mathiasbraun,Matthias Braun,male,1684-02-25T00:00:00Z,1738-02-15T00:00:00Z
Brokoff,Jan Brokoff,male,1652-06-23T00:00:00Z,1718-12-28T00:00:00Z
Brokoff,Ferdinand Brokoff,male,1688-09-12T00:00:00Z,1731-03-08T00:00:00Z
Foerster,Wilhelm Julius Foerster,male,1832-12-16T00:00:00Z,1921-01-18T00:00:00Z
Kellaway,Lucy Kellaway,female,1959-06-26T00:00:00Z,
Dix,Otto Dix,male,1891-12-02T00:00:00Z,1969-07-25T00:00:00Z
Balakirev,Mily Balakirev,male,1836-12-21T00:00:00Z,1910-05-16T00:00:00Z
Perrine,Charles Dillon Perrine,male,1867-07-28T00:00:00Z,1951-06-21T00:00:00Z
Borodin,Alexander Borodin,male,1833-10-31T00:00:00Z,1887-02-15T00:00:00Z
Gulyaev,Yuri Gulyayev,male,1930-08-09T00:00:00Z,1986-04-23T00:00:00Z
Bogatikov,Yuri Bogatikov,male,1932-02-29T00:00:00Z,2002-12-08T00:00:00Z
Masuisakura,Sakura Masui,female,1968-10-06T00:00:00Z,
Brunnow,Franz Brünnow,male,1821-11-18T00:00:00Z,1891-08-20T00:00:00Z
Plantin,Christophe Plantin,male,1520-05-01T00:00:00Z,1589-07-01T00:00:00Z
Sakuma,Seiichi Sakuma,male,1929-01-01T00:00:00Z,
Robertnelson,Robert M. Nelson,male,1943-01-01T00:00:00Z,
Amandahendrix,Amanda Hendrix,female,1968-05-21T00:00:00Z,
Steffl,Andrew J. Steffl,male,1977-01-01T00:00:00Z,
Sessyu,Sesshū Tōyō,male,1420-01-01T00:00:00Z,1506-08-26T00:00:00Z
Buil,Christian Buil,male,2000-01-01T00:00:00Z,
Horalek,Petr Horálek,male,1986-07-21T00:00:00Z,
Mallory,George Mallory,male,1886-06-18T00:00:00Z,1924-06-09T00:00:00Z
Irvine,Andrew Comyn Irvine,male,1902-04-08T00:00:00Z,1924-06-08T00:00:00Z
Lavoisier,Antoine Lavoisier,male,1743-08-26T00:00:00Z,1794-05-08T00:00:00Z
Charmawidor,Charles-Marie Widor,male,1844-02-21T00:00:00Z,1937-03-12T00:00:00Z
Johnbackus,John Backus,male,1924-12-03T00:00:00Z,2007-03-17T00:00:00Z
Kawabata,Yasunari Kawabata,male,1899-06-11T00:00:00Z,1972-04-16T00:00:00Z
Molfino,Alberto Molfino,male,1906-07-11T00:00:00Z,1977-07-18T00:00:00Z
Gottfriedkirch,Gottfried Kirch,male,1639-12-18T00:00:00Z,1710-07-25T00:00:00Z
Krosigk,Bernhard Friedrich von Krosigk,male,1656-12-08T00:00:00Z,1714-09-11T00:00:00Z
Shpak,Vladimir Shpak,male,1909-02-07T00:00:00Z,2009-02-23T00:00:00Z
Casely-Hayford,Adelaide Casely-Hayford,female,1868-06-27T00:00:00Z,1960-01-16T00:00:00Z
Doloreshuerta,Dolores Huerta,female,1930-04-10T00:00:00Z,
Nannibignami,Giovanni Bignami,male,1944-04-10T00:00:00Z,2017-05-25T00:00:00Z
Silvanomassaglia,Silvano Massaglia,male,1951-01-01T00:00:00Z,
Armellini,Giuseppe Armellini,male,1887-10-23T00:00:00Z,1958-07-15T00:00:00Z
Castelli,Benedetto Castelli,male,1578-01-01T00:00:00Z,1643-04-09T00:00:00Z
Datemasamune,Date Masamune,male,1567-09-05T00:00:00Z,1636-06-27T00:00:00Z
Kukai,Kūkai,male,0774-07-27T00:00:00Z,0835-04-22T00:00:00Z
Kuwano,Yoshiyuki Kuwano,male,1931-01-01T00:00:00Z,1998-01-16T00:00:00Z
Seiyauyeda,Seiya Uyeda,male,1929-11-28T00:00:00Z,2023-01-19T00:00:00Z
Pauldavies,Paul Davies,male,1946-04-22T00:00:00Z,
Verlaine,Paul Verlaine,male,1844-03-30T00:00:00Z,1896-01-08T00:00:00Z
Golgi,Camillo Golgi,male,1843-07-07T00:00:00Z,1926-01-21T00:00:00Z
Beppeforti,Giuseppe Forti,male,1939-12-21T00:00:00Z,2007-07-02T00:00:00Z
Hayamiyu,Yū Hayami,female,1966-09-02T00:00:00Z,
Grote,Grote Reber,male,1911-12-22T00:00:00Z,2002-12-20T00:00:00Z
Savinykh,Viktor Savinykh,male,1940-03-07T00:00:00Z,
Tabei,Junko Tabei,female,1939-09-22T00:00:00Z,2016-10-20T00:00:00Z
Nancychabot,Nancy L. Chabot,female,1972-01-01T00:00:00Z,
Kunimoto,Yoshihiro Kunimoto,male,1958-06-02T00:00:00Z,
Grimm,"Friedrich Melchior, Baron von Grimm",male,1723-09-26T00:00:00Z,1807-12-19T00:00:00Z
Yukawa,Hideki Yukawa,male,1907-01-23T00:00:00Z,1981-09-08T00:00:00Z
Tomonaga,Shin'ichirō Tomonaga,male,1906-03-31T00:00:00Z,1979-07-08T00:00:00Z
Esaki,Leo Esaki,male,1925-03-12T00:00:00Z,
Janejacobs,Jane Jacobs,female,1916-05-04T00:00:00Z,2006-04-25T00:00:00Z
Borzacchini,Baconin Borzacchini,male,1898-09-28T00:00:00Z,1933-09-10T00:00:00Z
Fukui,Kenichi Fukui,male,1918-10-04T00:00:00Z,1998-01-09T00:00:00Z
Tonegawa,Susumu Tonegawa,male,1939-09-06T00:00:00Z,
Lanna,Vojtěch Lanna the Elder,male,1805-04-23T00:00:00Z,1866-01-15T00:00:00Z
Morisot,Berthe Morisot,female,1841-01-14T00:00:00Z,1895-03-02T00:00:00Z
Cassatt,Mary Cassatt,female,1844-05-22T00:00:00Z,1926-06-14T00:00:00Z
Valadon,Suzanne Valadon,female,1865-09-23T00:00:00Z,1938-04-07T00:00:00Z
Dalgarno,Alexander Dalgarno,male,1928-01-05T00:00:00Z,2015-04-08T00:00:00Z
Moretto,Moretto da Brescia,male,1498-01-01T00:00:00Z,1554-12-01T00:00:00Z
Andrewdavis,Andrew M. Davis,male,1950-05-18T00:00:00Z,
Ekaterina,Catherine II of Russia,female,1729-05-02T00:00:00Z,1796-11-06T00:00:00Z
Kunihiko,Kunihiko Kodaira,male,1915-03-16T00:00:00Z,1997-07-26T00:00:00Z
Helvetius,Claude Adrien Helvétius,male,1715-01-26T00:00:00Z,1771-12-26T00:00:00Z
Karajan,Herbert von Karajan,male,1908-04-05T00:00:00Z,1989-07-16T00:00:00Z
Solti,Georg Solti,male,1912-10-21T00:00:00Z,1997-09-05T00:00:00Z
Jaucourt,Louis de Jaucourt,male,1704-09-16T00:00:00Z,1779-02-03T00:00:00Z
Shigefumi,Shigefumi Mori,male,1951-02-23T00:00:00Z,
Kyusakamoto,Kyū Sakamoto,male,1941-12-10T00:00:00Z,1985-08-12T00:00:00Z
Cesarchavez,Cesar Chavez,male,1927-03-31T00:00:00Z,1993-04-23T00:00:00Z
Komatsusakyo,Sakyo Komatsu,male,1931-01-28T00:00:00Z,2011-07-26T00:00:00Z
Lewiscarroll,Lewis Carroll,male,1832-01-27T00:00:00Z,1898-01-14T00:00:00Z
Meitner,Lise Meitner,female,1878-11-07T00:00:00Z,1968-10-27T00:00:00Z
Curie,Marie Curie,female,1867-11-07T00:00:00Z,1934-07-04T00:00:00Z
Noether,Emmy Noether,female,1882-03-23T00:00:00Z,1935-04-14T00:00:00Z
Zoyamironova,Zoya Mironova,female,1913-04-27T00:00:00Z,2008-05-04T00:00:00Z
Markthiemens,Mark H. Thiemens,male,1950-01-06T00:00:00Z,
Henninghaack,Henning Haack,male,1961-01-01T00:00:00Z,
Pavlov,Nikolay Pavlov,male,1902-10-12T00:00:00Z,1985-08-28T00:00:00Z
Hume,David Hume,male,1711-04-26T00:00:00Z,1776-08-25T00:00:00Z
Locke,John Locke,male,1632-08-29T00:00:00Z,1704-10-28T00:00:00Z
Hobbes,Thomas Hobbes,male,1588-04-05T00:00:00Z,1679-12-04T00:00:00Z
Trachet,Tim Trachet,male,1958-01-01T00:00:00Z,
Nietzsche,Friedrich Nietzsche,male,1844-10-15T00:00:00Z,1900-08-25T00:00:00Z
Schopenhauer,Arthur Schopenhauer,male,1788-02-22T00:00:00Z,1860-09-21T00:00:00Z
Conandoyle,Arthur Conan Doyle,male,1859-05-22T00:00:00Z,1930-07-07T00:00:00Z
Yourcenar,Marguerite Yourcenar,female,1903-06-08T00:00:00Z,1987-12-17T00:00:00Z
Gabrielasilang,Gabriela Silang,female,1731-03-19T00:00:00Z,1763-09-20T00:00:00Z
Toshihanda,Toshihiro Handa,male,1959-01-13T00:00:00Z,
Colombini,Ermes Colombini,male,1956-01-01T00:00:00Z,
Hitchcock,Alfred Hitchcock,male,1899-08-13T00:00:00Z,1980-04-29T00:00:00Z
Gomi,Kazuaki Gomi,male,1911-01-01T00:00:00Z,1990-01-29T00:00:00Z
Davidlean,David Lean,male,1908-03-25T00:00:00Z,1991-04-16T00:00:00Z
Harwood,Margaret Harwood,female,1885-03-19T00:00:00Z,1979-02-06T00:00:00Z
Carver,George Washington Carver,male,1864-01-01T00:00:00Z,1943-01-05T00:00:00Z
Godart,Odon Godart,male,1913-08-21T00:00:00Z,1996-04-18T00:00:00Z
Reshetnev,Mikhail Reshetnyov,male,1924-11-10T00:00:00Z,1996-01-26T00:00:00Z
Chaussidon,Marc Chaussidon,male,1961-01-01T00:00:00Z,
Octaviabutler,Octavia E. Butler,female,1947-06-22T00:00:00Z,2006-02-24T00:00:00Z
Brehm,Christian Ludwig Brehm,male,1787-01-24T00:00:00Z,1864-06-23T00:00:00Z
Brehm,Alfred Brehm,male,1829-02-02T00:00:00Z,1884-11-11T00:00:00Z
Kierkegaard,Søren Kierkegaard,male,1813-05-05T00:00:00Z,1855-11-11T00:00:00Z
Al-Farabi,Farabi,male,0870-01-01T00:00:00Z,0950-01-01T00:00:00Z
Al-Tusi,Sharaf al-Dīn al-Ṭūsī,male,1135-01-01T00:00:00Z,1213-01-01T00:00:00Z
Meslier,Jean Meslier,male,1664-06-15T00:00:00Z,1729-06-17T00:00:00Z
Montesquieu,Montesquieu,male,1689-01-18T00:00:00Z,1755-02-10T00:00:00Z
Muckea,Hermann Mucke,male,1935-03-01T00:00:00Z,2019-03-12T00:00:00Z
Sadovnichij,Victor Sadovnichy,male,1939-04-03T00:00:00Z,
Kant,Immanuel Kant,male,1724-04-22T00:00:00Z,1804-02-12T00:00:00Z
Bopp,Thomas Bopp,male,1949-10-15T00:00:00Z,2018-01-05T00:00:00Z
Maryfields,Mary Fields,female,1832-01-01T00:00:00Z,1914-12-05T00:00:00Z
Reaumur,René Antoine Ferchault de Réaumur,male,1683-02-28T00:00:00Z,1757-10-17T00:00:00Z
Feuerbach,Ludwig Feuerbach,male,1804-07-28T00:00:00Z,1872-09-13T00:00:00Z
Martin Luther,Martin Luther,male,1483-11-10T00:00:00Z,1546-02-18T00:00:00Z
Wichmann,Moritz Ludwig George Wichmann,male,1821-09-14T00:00:00Z,1859-02-07T00:00:00Z
Peiser,Benny Peiser,male,1957-01-01T00:00:00Z,
Nefedov,Oleg Nefyodov,male,1931-11-25T00:00:00Z,2023-07-28T00:00:00Z
Ghislaine,Ghislaine Crozaz,female,1939-01-01T00:00:00Z,
Ostapbender,Ostap Bender,male,1897-01-01T00:00:00Z,
Weinek,Ladislaus Weinek,male,1848-02-13T00:00:00Z,1913-11-12T00:00:00Z
Franciscuszeno,Francisco Zeno,male,1734-01-07T00:00:00Z,1781-06-14T00:00:00Z
Claudius,Matthias Claudius,male,1740-08-15T00:00:00Z,1815-01-21T00:00:00Z
Busch,Wilhelm Busch,male,1832-04-15T00:00:00Z,1908-01-09T00:00:00Z
Iwasaki,Kazuaki Iwasaki,male,1935-01-01T00:00:00Z,
Glinos,Tom Glinos,male,1960-01-01T00:00:00Z,
Cureau,Marin Cureau de la Chambre,male,1594-01-01T00:00:00Z,1669-12-29T00:00:00Z
Stifter,Adalbert Stifter,male,1805-10-23T00:00:00Z,1868-01-28T00:00:00Z
Misawa,Katsue Misawa,male,1885-01-25T00:00:00Z,1937-08-18T00:00:00Z
Klepper,Jochen Klepper,male,1903-03-22T00:00:00Z,1942-12-11T00:00:00Z
Casulli,Vincenzo Silvano Casulli,male,1944-08-25T00:00:00Z,2018-07-24T00:00:00Z
Ikeuchisatoru,Satoru Ikeuchi,male,1944-12-14T00:00:00Z,
Osaki,Yōji Osaki,male,1938-07-20T00:00:00Z,
Spinoza,Benedictus de Spinoza,male,1632-11-24T00:00:00Z,1677-02-21T00:00:00Z
Linzexu,Lin Tse-hsu,male,1785-08-30T00:00:00Z,1850-11-22T00:00:00Z
Vladzakharov,Vladimir Zakharov,male,1939-08-01T00:00:00Z,2023-08-20T00:00:00Z
Lofgren,Gary E. Lofgren,male,1941-01-01T00:00:00Z,
Tokunaga,Alan T. Tokunaga,male,1949-01-01T00:00:00Z,
Golitsyn,Mikhail Golitsyn,male,1675-11-12T00:00:00Z,1730-12-21T00:00:00Z
Barenboim,Daniel Barenboim,male,1942-11-15T00:00:00Z,
Babadzhanov,Pulat Babadzhanov,male,1930-10-15T00:00:00Z,2023-02-10T00:00:00Z
Pendleton,Yvonne Pendleton,female,1957-01-01T00:00:00Z,
Arthurkraus,Artur Kraus,male,1854-08-02T00:00:00Z,1930-03-21T00:00:00Z
Multatuli,Multatuli,male,1820-03-02T00:00:00Z,1887-02-19T00:00:00Z
Sepkoski,Jack Sepkoski,male,1948-07-26T00:00:00Z,1999-05-01T00:00:00Z
Janegoodall,Jane Goodall,female,1934-04-03T00:00:00Z,
Gassendi,Pierre Gassendi,male,1592-01-22T00:00:00Z,1655-10-24T00:00:00Z
Yamaoka,Hitoshi Yamaoka,male,1965-06-21T00:00:00Z,
Danboice,Daniel Boice,male,1953-01-01T00:00:00Z,
Pieroangela,Piero Angela,male,1928-12-22T00:00:00Z,2022-08-13T00:00:00Z
Kigoshi,Kunihiko Kigoshi,male,1919-01-01T00:00:00Z,2014-01-01T00:00:00Z
Sadanori,Sadanori Okamura,male,1948-03-10T00:00:00Z,
Shiki,Masaoka Shiki,male,1867-09-17T00:00:00Z,1902-09-19T00:00:00Z
Ashurbanipal,Ashurbanipal,male,0685-01-01T00:00:00Z,0631-01-01T00:00:00Z
Cyrus,Cyrus the Great,male,0600-01-01T00:00:00Z,0530-01-01T00:00:00Z
Darius,Darius I of Persia,male,0550-01-01T00:00:00Z,0486-01-01T00:00:00Z
Xerxes,Xerxes I,male,0519-01-01T00:00:00Z,0465-01-01T00:00:00Z
Artaxerxes,Artaxerxes II of Persia,male,0453-01-01T00:00:00Z,0358-02-01T00:00:00Z
Dacke,Nils Dacke,male,1510-01-01T00:00:00Z,1543-01-01T00:00:00Z
Philnicholson,Phil Nicholson,male,1951-01-01T00:00:00Z,
Sallaba,Jan Sallaba,male,1775-10-23T00:00:00Z,1827-07-20T00:00:00Z
Alekperov,Vagit Alekperov,male,1950-09-01T00:00:00Z,
Dolgorukij,Yuri Dolgorukiy,male,1090-01-01T00:00:00Z,1157-05-15T00:00:00Z
Kryl,Karel Kryl,male,1944-04-12T00:00:00Z,1994-03-03T00:00:00Z
Porco,Carolyn Porco,female,1953-03-06T00:00:00Z,
Nabokov,Vladimir Nabokov,male,1899-04-10T00:00:00Z,1977-07-02T00:00:00Z
Mobberley,Martin Mobberley,male,1958-01-01T00:00:00Z,
Kuroda,Takehiko Kuroda,male,1946-01-01T00:00:00Z,
Okyudo,Masami Okyūdo,male,1961-03-01T00:00:00Z,
Villa-Lobos,Heitor Villa-Lobos,male,1887-03-05T00:00:00Z,1959-11-17T00:00:00Z
Robertstirling,Robert Stirling,male,1790-10-25T00:00:00Z,1878-06-06T00:00:00Z
Kinoshita,Hiroshi Kinoshita,male,1941-01-01T00:00:00Z,
Bonhoeffer,Dietrich Bonhoeffer,male,1906-02-04T00:00:00Z,1945-04-09T00:00:00Z
Metelli,Orneore Metelli,male,1872-06-02T00:00:00Z,1938-11-26T00:00:00Z
Sofue,Yoshiaki Sofue,male,1943-05-02T00:00:00Z,
Edithmuller,Edith Alice Müller,female,1918-02-05T00:00:00Z,1995-07-24T00:00:00Z
Trefftz,Eleonore Trefftz,female,1920-08-15T00:00:00Z,2017-10-22T00:00:00Z
Alprokhorov,Alexander Prokhorov,male,1916-07-11T00:00:00Z,2002-01-08T00:00:00Z
Doroguntsov,Serhii Dorohuntsov,male,1929-09-22T00:00:00Z,2010-02-20T00:00:00Z
Darbydyar,Melinda Darby Dyar,female,1958-01-01T00:00:00Z,
Garyhuss,Gary Huss,male,1954-01-01T00:00:00Z,
Klass,Philip J. Klass,male,1919-11-08T00:00:00Z,2005-08-09T00:00:00Z
Shtokolov,Boris Shtokolov,male,1930-03-19T00:00:00Z,2005-01-06T00:00:00Z
Hagfors,Tor Hagfors,male,1930-12-18T00:00:00Z,2007-01-17T00:00:00Z
Bergengruen,Werner Bergengruen,male,1892-09-16T00:00:00Z,1964-09-04T00:00:00Z
Seggewiss,Wilhelm Seggewiß,male,1937-09-17T00:00:00Z,
Hyakutake,Yuji Hyakutake,male,1950-07-07T00:00:00Z,2002-04-10T00:00:00Z
Prosperin,Erik Prosperin,male,1739-07-25T00:00:00Z,1803-04-04T00:00:00Z
Lamarck,Jean-Baptiste de Lamarck,male,1744-08-01T00:00:00Z,1829-12-18T00:00:00Z
Yoshisada,Yoshisada Shimizu,male,1943-01-01T00:00:00Z,
Matsuitakafumi,Takafumi Matsui,male,1946-03-07T00:00:00Z,2023-03-22T00:00:00Z
Shinkawakami,Shin'ichi Kawakami,male,1956-09-12T00:00:00Z,
Pevsner,Nikolaus Pevsner,male,1902-01-30T00:00:00Z,1983-08-18T00:00:00Z
Kolbe,Georg Kolbe,male,1877-04-15T00:00:00Z,1947-11-20T00:00:00Z
Hajdu,Étienne Hajdú,male,1907-08-12T00:00:00Z,1996-03-24T00:00:00Z
Cabot,John Cabot,male,1450-01-01T00:00:00Z,1498-01-01T00:00:00Z
Potter,"Поттер, Хейно Иоганнович",male,1929-04-13T00:00:00Z,2007-05-22T00:00:00Z
Minervahoyt,Minerva Hamilton Hoyt,female,1866-03-27T00:00:00Z,1945-12-15T00:00:00Z
Lavrentina,Mikhail Lavrentyev,male,1900-11-19T00:00:00Z,1980-10-15T00:00:00Z
Carret,Philip L. Carret,male,1896-11-29T00:00:00Z,1998-05-28T00:00:00Z
Tedbunch,Theodore E. Bunch,male,1936-03-01T00:00:00Z,2023-03-26T00:00:00Z
Casanova,Giacomo Casanova,male,1725-04-02T00:00:00Z,1798-06-04T00:00:00Z
Bettadotto,Elisabetta Dotto,female,1965-01-01T00:00:00Z,
Annelemaitre,Anne Lemaître,female,1957-01-01T00:00:00Z,
Ponrepo,Viktor Ponrepo,male,1858-06-16T00:00:00Z,1926-12-03T00:00:00Z
Ockeghem,Johannes Ockeghem,male,1410-01-01T00:00:00Z,1497-02-06T00:00:00Z
Boulanger,Nicolas Antoine Boulanger,male,1722-11-11T00:00:00Z,1759-09-16T00:00:00Z
Yoshidamichi,Michitoshi Yoshida,male,1963-01-01T00:00:00Z,
Kazuya,Kazuya Yoshida,male,1960-01-01T00:00:00Z,
Ishiguro,Kazuo Ishiguro,male,1954-11-08T00:00:00Z,
Bottke,William F. Bottke,male,1966-01-01T00:00:00Z,
Casagrande,Alessandro Casagrande,male,1922-04-11T00:00:00Z,1964-10-21T00:00:00Z
Messier,Charles Messier,male,1730-06-26T00:00:00Z,1817-04-12T00:00:00Z
Moberg,Vilhelm Moberg,male,1898-08-20T00:00:00Z,1973-08-08T00:00:00Z
Otonkucera,Oton Kučera,male,1857-01-01T00:00:00Z,1931-12-29T00:00:00Z
Giotto,Giotto,male,1267-01-01T00:00:00Z,1337-01-08T00:00:00Z
Gavrilin,Valery Gavrilin,male,1939-08-17T00:00:00Z,1999-01-28T00:00:00Z
El-Baz,Farouk El-Baz,male,1938-01-02T00:00:00Z,
Stashis,Vladimir Stashis,male,1925-07-10T00:00:00Z,2011-11-02T00:00:00Z
Herbertpalme,Herbert Palme,male,1943-01-01T00:00:00Z,
Mamontov,Savva Mamontov,male,1841-10-03T00:00:00Z,1918-04-06T00:00:00Z
Lassovszky,Károly Lassovszky,male,1897-03-23T00:00:00Z,1961-12-20T00:00:00Z
Paulpellas,Paul Pellas,male,1924-07-24T00:00:00Z,1997-05-14T00:00:00Z
Kundera,Milan Kundera,male,1929-04-01T00:00:00Z,2023-07-11T00:00:00Z
Strouhal,Vincenc Strouhal,male,1850-04-10T00:00:00Z,1922-01-23T00:00:00Z
Luginbuhl,Christian B. Luginbuhl,male,1955-01-01T00:00:00Z,
Xanthomalitia,Leonid Vasilevitsj Ksanfomaliti,male,1932-01-28T00:00:00Z,2019-09-07T00:00:00Z
Rosa-Brusin,Silvia Rosa-Brusin,female,1956-02-14T00:00:00Z,
Lenau,Nikolaus Lenau,male,1802-08-13T00:00:00Z,1850-08-22T00:00:00Z
Toynbee,Arnold J. Toynbee,male,1889-04-14T00:00:00Z,1975-10-22T00:00:00Z
Linnaeus,Carl Linnaeus,male,1707-05-23T00:00:00Z,1778-01-10T00:00:00Z
Bosch,Carl Bosch,male,1874-08-27T00:00:00Z,1940-04-26T00:00:00Z
Linnankoski,Johannes Linnankoski,male,1869-10-18T00:00:00Z,1913-08-10T00:00:00Z
Akasegawa,Genpei Akasegawa,male,1937-03-27T00:00:00Z,2014-10-26T00:00:00Z
Buffon,"Georges-Louis Leclerc, Comte de Buffon",male,1707-09-07T00:00:00Z,1788-04-15T00:00:00Z
Torricelli,Evangelista Torricelli,male,1608-10-15T00:00:00Z,1647-10-25T00:00:00Z
Tetsufuse,Tetsuharu Fuse,male,1970-01-01T00:00:00Z,
Marcusaurelius,Marcus Aurelius,male,0121-04-26T00:00:00Z,0180-03-17T00:00:00Z
Pollath,Reinhard Pöllath,male,1948-01-15T00:00:00Z,
Shilling,Pavel Schilling,male,1786-04-05T00:00:00Z,1837-07-25T00:00:00Z
Verbitskaya,Lyudmila Verbitskaya,female,1936-06-17T00:00:00Z,2019-11-24T00:00:00Z
Izabelyuria,Izabella Yurieva,female,1899-08-26T00:00:00Z,2000-01-20T00:00:00Z
Slovtsov,Pyotr Slovtsov,male,1767-01-01T00:00:00Z,1843-03-28T00:00:00Z
Doressoundiram,Alain Doressoundiram,male,1968-01-01T00:00:00Z,
Anfimov,Nikolay Anfimov,male,1935-03-29T00:00:00Z,2019-10-29T00:00:00Z
Krikalev,Sergei Krikalev,male,1958-08-27T00:00:00Z,
Kaizuka,Sōhei Kaizuka,male,1926-10-18T00:00:00Z,1998-11-13T00:00:00Z
Hasse,Peter Hasse,male,1575-01-01T00:00:00Z,1640-01-01T00:00:00Z
Sekitakakazu,Takakazu Seki,male,1642-01-01T00:00:00Z,1708-12-05T00:00:00Z
Hirzo,Hirzo z Klingenbergu,male,,1275-01-01T00:00:00Z
Feynman,Richard Feynman,male,1918-05-11T00:00:00Z,1988-02-15T00:00:00Z
Miroslavholub,Miroslav Holub,male,1923-09-13T00:00:00Z,1998-07-14T00:00:00Z
Gamzatov,Rasul Gamzatov,male,1923-09-08T00:00:00Z,2003-11-03T00:00:00Z
Monicalazzarin,Monica Lazzarin,female,1963-01-01T00:00:00Z,
Kiyohira,Fujiwara no Kiyohira,male,1056-01-01T00:00:00Z,1128-08-10T00:00:00Z
Vagnozzi,Antonio Vagnozzi,male,1950-01-01T00:00:00Z,
Fahrenheit,Daniel Gabriel Fahrenheit,male,1686-05-24T00:00:00Z,1736-09-16T00:00:00Z
Solvay,Ernest Solvay,male,1838-04-16T00:00:00Z,1922-05-26T00:00:00Z
Zenbei,Iwahashi Zenbei,male,1756-01-01T00:00:00Z,1811-01-01T00:00:00Z
Johnpond,John Pond,male,1767-01-01T00:00:00Z,1836-09-07T00:00:00Z
Martinnakata,Martin Nakata,male,1957-01-01T00:00:00Z,
Engstrom,Albert Engström,male,1869-05-12T00:00:00Z,1940-11-16T00:00:00Z
Edstolper,Edward M. Stolper,male,1952-12-16T00:00:00Z,
Buie,Marc Buie,male,1958-01-01T00:00:00Z,
Johnspencer,John R. Spencer,male,1957-03-02T00:00:00Z,
Venvolkov,Veniamin Volkov,male,1921-01-20T00:00:00Z,2019-02-21T00:00:00Z
Kirstinemeyer,Kirstine Meyer,female,1861-10-12T00:00:00Z,1941-09-28T00:00:00Z
Gokumenon,Mambillikalathil Govind Kumar Menon,male,1928-08-28T00:00:00Z,2016-11-22T00:00:00Z
Bismarck,Otto von Bismarck,male,1815-04-01T00:00:00Z,1898-07-30T00:00:00Z
Weckmann,Matthias Weckmann,male,1619-01-01T00:00:00Z,1674-02-24T00:00:00Z
Aterui,Aterui,male,0750-01-01T00:00:00Z,0802-09-13T00:00:00Z
Cernuschi,Félix Cernuschi,male,1907-05-17T00:00:00Z,1999-12-13T00:00:00Z
Munari,Ulisse Munari,male,1960-01-01T00:00:00Z,
Sadako,Sadako Sasaki,female,1943-01-07T00:00:00Z,1955-10-25T00:00:00Z
Gotoyukichi,Yūkichi Gotō,male,1896-11-12T00:00:00Z,1928-02-29T00:00:00Z
Willaert,Adrian Willaert,male,1480-01-01T00:00:00Z,1562-12-07T00:00:00Z
Sweelinck,Jan Pieterszoon Sweelinck,male,1562-05-01T00:00:00Z,1621-10-16T00:00:00Z
Stamitz,Johann Stamitz,male,1717-06-19T00:00:00Z,1757-03-27T00:00:00Z
Gluck,Christoph Willibald von Gluck,male,1714-07-02T00:00:00Z,1787-11-15T00:00:00Z
Louisspohr,Louis Spohr,male,1784-04-05T00:00:00Z,1859-10-22T00:00:00Z
Wakenokiyomaro,Wake no Kiyomaro,male,0733-01-01T00:00:00Z,0799-04-04T00:00:00Z
Evgenifedorov,Yevgeny Fyodorov,male,1909-06-26T00:00:00Z,1986-11-08T00:00:00Z
Yidumduma,Bill Yidumduma Harney,male,1931-01-01T00:00:00Z,
Vokrouhlicky,David Vokrouhlický,male,1966-05-07T00:00:00Z,
Stanislav,Stanislav Telnyuk,male,1935-04-26T00:00:00Z,1990-08-31T00:00:00Z
Volodymyr,Volodymyr Telniuk-Adamchuk,male,1936-11-04T00:00:00Z,2003-12-17T00:00:00Z
Comba,Paul G. Comba,male,1926-03-06T00:00:00Z,2017-04-05T00:00:00Z
Gladman,Brett J. Gladman,male,1966-04-19T00:00:00Z,
Offutt,Warren B. Offutt,male,1928-02-13T00:00:00Z,2017-09-20T00:00:00Z
